Title,Company,Location,Job_Url,Posted_Text,Posted_Date,Experience,Skills,Job_Type,Salary,Skills_List
Sr Advanced Data Scientist,Honeywell Technologies,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/sr-advanced-data-scientist-at-honeywell-technologies-4445700716?position=4&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=Fk%2FZs5q9D3rharvDzpUzCw%3D%3D,1 Week Ago,2026-08-18,Mid-Senior Level,"Python, R, Machine Learning, Azure, Databricks",Full-Time,Not Disclosed,"['Python', 'R', 'Machine Learning', 'Azure', 'Databricks']"
Senior Data Scientist I,Metlife,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-data-scientist-i-at-metlife-4446306265?position=5&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=lYTUqCHKeLDjyPixyvb9XQ%3D%3D,3 Weeks Ago,2026-08-03,Mid-Senior Level,"Python, Machine Learning, Nlp, Tensorflow, Pytorch, Scikit-Learn, Azure",Full-Time,Not Disclosed,"['Python', 'Machine Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Azure']"
Senior Data Scientist,Amplify Health,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-amplify-health-4445437035?position=6&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=Y6J3S%2BJLzvcDOBBCiU6W2Q%3D%3D,4 Weeks Ago,2026-07-28,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Nlp, Tensorflow, Pytorch, Hugging Face, Scikit-Learn, Azure, Docker, Kubernetes, Databricks",Full-Time,85333333.33333333,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Hugging Face', 'Scikit-Learn', 'Azure', 'Docker', 'Kubernetes', 'Databricks']"
Senior Data Scientist,Sei,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/senior-data-scientist-at-sei-4407866688?position=7&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=49%2B4xQQzLXJiB2RYJfn5wg%3D%3D,1 Week Ago,2026-08-14,Mid-Senior Level,"Python, Sql, R, Machine Learning, Artificial Intelligence, Tensorflow, Pytorch, Pandas, Scikit-Learn, Matplotlib, Power Bi, Tableau, Aws, Azure, Gcp, Docker, Kubernetes, Spark",Full-Time,169416666.66666666,"['Python', 'Sql', 'R', 'Machine Learning', 'Artificial Intelligence', 'Tensorflow', 'Pytorch', 'Pandas', 'Scikit-Learn', 'Matplotlib', 'Power Bi', 'Tableau', 'Aws', 'Azure', 'Gcp', 'Docker', 'Kubernetes', 'Spark']"
Lead Data Scientist,Atkinsréalis,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-atkinsr%C3%A9alis-4446571831?position=8&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=k2gxLubXsxN%2F8JjrN6%2BX%2Fg%3D%3D,3 Weeks Ago,2026-08-04,Mid-Senior Level,"Python, Machine Learning, Deep Learning, Tensorflow, Pytorch, Hugging Face, Azure",Full-Time,43166666.666666664,"['Python', 'Machine Learning', 'Deep Learning', 'Tensorflow', 'Pytorch', 'Hugging Face', 'Azure']"
Data Scientist - Machine Learning,United Airlines India Knowledge Center,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-machine-learning-at-united-airlines-india-knowledge-center-4457838253?position=9&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=k58yXtTjTmZ%2FgDFiRDMzLg%3D%3D,3 Days Ago,2026-08-22,Mid-Senior Level,"Python, Sql, Machine Learning, Artificial Intelligence, Git",Full-Time,50900000.0,"['Python', 'Sql', 'Machine Learning', 'Artificial Intelligence', 'Git']"
Lead Data Scientist- Gen Ai-Ml- Vice President,Citi,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/lead-data-scientist-gen-ai-ml-vice-president-at-citi-4446423940?position=10&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=rcYW4%2FFX2N4csFRG1ntpVw%3D%3D,5 Days Ago,2026-08-20,Experience,"Python, Sql, Machine Learning, Nlp, Tensorflow, Pytorch, Pandas, Numpy, Scikit-Learn, Matplotlib, Power Bi, Tableau, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Pandas', 'Numpy', 'Scikit-Learn', 'Matplotlib', 'Power Bi', 'Tableau', 'Git']"
Sr Advanced Data Scientist,Honeywell Technologies,"Delhi, India",https://in.linkedin.com/jobs/view/sr-advanced-data-scientist-at-honeywell-technologies-4445717520?position=11&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=vh1TJqGo4eNnVZAizh5LJg%3D%3D,1 Week Ago,2026-08-18,Mid-Senior Level,"Python, R, Machine Learning, Azure, Databricks",Full-Time,85333333.33333333,"['Python', 'R', 'Machine Learning', 'Azure', 'Databricks']"
Data Scientist,Thales,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-scientist-at-thales-4417326819?position=12&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=KCsIlZn06zFgi%2FbPvrelzg%3D%3D,1 Week Ago,2026-08-15,Experience,"Python, Sql, Machine Learning, Artificial Intelligence, Gcp, Databricks",Full-Time,50900000.0,"['Python', 'Sql', 'Machine Learning', 'Artificial Intelligence', 'Gcp', 'Databricks']"
Ai/Ml Data Science / Gen Ai / Mlops,Cognizant,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-ml-data-science-gen-ai-mlops-at-cognizant-4447622047?position=13&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=MhczvCK00P34Mzu31m9mzw%3D%3D,2 Days Ago,2026-08-23,Mid-Senior Level,"Python, Machine Learning, Tensorflow, Pytorch, Azure, Docker, Kubernetes",Full-Time,63750000.0,"['Python', 'Machine Learning', 'Tensorflow', 'Pytorch', 'Azure', 'Docker', 'Kubernetes']"
Machine Learning Engineer,Simplify Healthcare,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-simplify-healthcare-4455251418?position=14&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=L6B00bWV6LPUFaoWwiXK6w%3D%3D,1 Week Ago,2026-08-17,Mid-Senior Level,"Python, Sql, Aws, Azure, Gcp, Spark, Databricks",Full-Time,Not Disclosed,"['Python', 'Sql', 'Aws', 'Azure', 'Gcp', 'Spark', 'Databricks']"
Senior Data Scientist,"Invoicecloud, Inc.","Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-invoicecloud-inc-4419691849?position=15&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=1n%2Bm6wR2655XeqWV6ZtzHw%3D%3D,2 Weeks Ago,2026-08-05,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Tensorflow, Pytorch, Pandas, Numpy, Scikit-Learn, Aws, Azure, Gcp, Docker, Kubernetes, Databricks, Git",Full-Time,169416666.66666666,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Tensorflow', 'Pytorch', 'Pandas', 'Numpy', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Docker', 'Kubernetes', 'Databricks', 'Git']"
Principal Data Scientist,Atlassian,Greater Kolkata Area,https://in.linkedin.com/jobs/view/principal-data-scientist-at-atlassian-4454857134?position=16&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=VdDOTyA8bKVy0tnwgNNoWQ%3D%3D,1 Week Ago,2026-08-15,Mid-Senior Level,"Python, Sql, R, Machine Learning, Pandas, Numpy, Scikit-Learn, Matplotlib, Tableau",Full-Time,Not Disclosed,"['Python', 'Sql', 'R', 'Machine Learning', 'Pandas', 'Numpy', 'Scikit-Learn', 'Matplotlib', 'Tableau']"
Data Scientist I,Kroll,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-i-at-kroll-4453474215?position=17&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=zc9iWiLUYKBFugKdlKlESQ%3D%3D,6 Days Ago,2026-08-19,Entry Level,"Python, Machine Learning, Deep Learning, Nlp, Tensorflow, Pytorch, Hugging Face, Pandas, Numpy, Scikit-Learn, Aws, Azure, Gcp, Spark, Databricks",Full-Time,43166666.666666664,"['Python', 'Machine Learning', 'Deep Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Hugging Face', 'Pandas', 'Numpy', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Spark', 'Databricks']"
Data Scientist + Databricks Ai/Ml - Sr Architect,Birlasoft,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/data-scientist-%2B-databricks-ai-ml-sr-architect-at-birlasoft-4453578053?position=18&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=%2FWCyDqWuhwgOOvlNjdWCtQ%3D%3D,1 Week Ago,2026-08-14,Mid-Senior Level,"Python, Sql, Nlp, Tensorflow, Pytorch, Scikit-Learn, Power Bi, Tableau, Aws, Azure, Gcp, Databricks",Full-Time,Not Disclosed,"['Python', 'Sql', 'Nlp', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Power Bi', 'Tableau', 'Aws', 'Azure', 'Gcp', 'Databricks']"
Data Science And Aiml Lead - Aitds,Cognizant,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-science-and-aiml-lead-aitds-at-cognizant-4414475083?position=20&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=NSA11z%2B6mY0o7sGBoLJmAw%3D%3D,2 Weeks Ago,2026-08-08,Mid-Senior Level,"Python, Machine Learning, Tensorflow, Pytorch, Scikit-Learn, Aws, Azure, Gcp",Full-Time,Not Disclosed,"['Python', 'Machine Learning', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp']"
Data Scientist,Avahi,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-avahi-4436347282?position=23&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=G5Dcrp9%2F1%2FW2KY3wlHrjQQ%3D%3D,1 Week Ago,2026-08-15,Mid-Senior Level,"Python, Pytorch, Aws",Full-Time,Not Disclosed,"['Python', 'Pytorch', 'Aws']"
Data Scientist – Mortgage Analytics & Ai,Loandna,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-%E2%80%93-mortgage-analytics-ai-at-loandna-4453688615?position=24&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=GvNhM2nDJqL3TuTtoFofTg%3D%3D,1 Week Ago,2026-08-13,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Tensorflow, Pytorch, Pandas, Numpy, Scikit-Learn, Aws, Azure, Docker, Kubernetes, Databricks, Git",Full-Time,43166666.666666664,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Tensorflow', 'Pytorch', 'Pandas', 'Numpy', 'Scikit-Learn', 'Aws', 'Azure', 'Docker', 'Kubernetes', 'Databricks', 'Git']"
Staff Data Scientist,Stryker,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/staff-data-scientist-at-stryker-4436215738?position=25&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=26vDdQToLrM%2FYxHl11JCPw%3D%3D,1 Month Ago,2026-07-07,Associate,"Python, Sql, Machine Learning, Nlp, Power Bi, Azure, Spark, Databricks, Git",Full-Time,512.5,"['Python', 'Sql', 'Machine Learning', 'Nlp', 'Power Bi', 'Azure', 'Spark', 'Databricks', 'Git']"
Predictive Analytics Data Scientist-Ai Labs,Adani Enterprises Limited,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/predictive-analytics-data-scientist-ai-labs-at-adani-enterprises-limited-4427055522?position=26&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=qds5y8Ogu0svjCSp2Yl6OA%3D%3D,1 Week Ago,2026-08-14,Entry Level,"Machine Learning, Deep Learning, Artificial Intelligence, Aws, Azure, Gcp, Docker, Kubernetes",Full-Time,33933333.33333333,"['Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Aws', 'Azure', 'Gcp', 'Docker', 'Kubernetes']"
Lead Data Scientist,Gartner,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-gartner-4446434435?position=27&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=ki6zZZZAjOR0piJxYXYvWw%3D%3D,6 Days Ago,2026-08-20,Experience,"Python, Sql, Machine Learning, Deep Learning, Artificial Intelligence, Nlp, Tensorflow, Pytorch, Pandas, Numpy, Scikit-Learn, Power Bi, Aws, Azure, Gcp, Spark, Databricks",Full-Time,43166666.666666664,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Nlp', 'Tensorflow', 'Pytorch', 'Pandas', 'Numpy', 'Scikit-Learn', 'Power Bi', 'Aws', 'Azure', 'Gcp', 'Spark', 'Databricks']"
"Lead, Data Scientist",Bain & Company,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-bain-company-4440907806?position=28&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=wvxN9ssRIWh4FVc3vEBcUw%3D%3D,2 Weeks Ago,2026-08-09,Experience,"Python, Sql, Machine Learning, Deep Learning, Artificial Intelligence, Nlp, Aws, Azure, Gcp, Docker, Spark, Mongodb, Postgresql",Full-Time,43166666.666666664,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Nlp', 'Aws', 'Azure', 'Gcp', 'Docker', 'Spark', 'Mongodb', 'Postgresql']"
Senior Data Scientist,"Fourkites, Inc.",Greater Chennai Area,https://in.linkedin.com/jobs/view/senior-data-scientist-at-fourkites-inc-4458585972?position=29&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=2QST1d%2Be9%2Fm4Tir%2BazZRZQ%3D%3D,1 Day Ago,2026-08-25,Mid-Senior Level,"Python, Sql, Machine Learning, Nlp, Pandas, Scikit-Learn, Aws",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Nlp', 'Pandas', 'Scikit-Learn', 'Aws']"
Data Scientist-Artificial Intelligence,Ibm,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4446243677?position=30&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=KO5NXI3yGBRLwrund1Li5A%3D%3D,19 Hours Ago,2026-08-25,Mid-Senior Level,"Python, Sql, Machine Learning, Artificial Intelligence, Nlp, Tensorflow, Pytorch, Keras, Hugging Face, Pandas, Matplotlib, Aws, Azure, Gcp, Kubernetes, Mongodb",Full-Time,42266666.666666664,"['Python', 'Sql', 'Machine Learning', 'Artificial Intelligence', 'Nlp', 'Tensorflow', 'Pytorch', 'Keras', 'Hugging Face', 'Pandas', 'Matplotlib', 'Aws', 'Azure', 'Gcp', 'Kubernetes', 'Mongodb']"
Lead Data Scientist,Xcaliber Health,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-xcaliber-health-4434281766?position=31&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=4NEWa95gb1fXpDh9ncUepg%3D%3D,1 Month Ago,2026-06-28,Mid-Senior Level,"Python, Machine Learning, Nlp",Full-Time,Not Disclosed,"['Python', 'Machine Learning', 'Nlp']"
Principal Data Scientist,Jaggaer,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/principal-data-scientist-at-jaggaer-4451521110?position=32&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=lUgGf6jCe1qrn0u0P17T%2Fw%3D%3D,2 Weeks Ago,2026-08-10,Mid-Senior Level,"Python, Sql, R, Tensorflow, Pytorch, Pandas, Scikit-Learn, Tableau, Aws, Azure, Gcp, Docker, Kubernetes, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'R', 'Tensorflow', 'Pytorch', 'Pandas', 'Scikit-Learn', 'Tableau', 'Aws', 'Azure', 'Gcp', 'Docker', 'Kubernetes', 'Git']"
Senior Data Scientist,Sonatype,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-sonatype-4448280537?position=33&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=xe3y8r2cKHas0AuQgA9zKw%3D%3D,1 Day Ago,2026-08-25,Associate,"Python, Java, Machine Learning, Deep Learning, Artificial Intelligence, Tensorflow, Pytorch, Scikit-Learn, Aws, Databricks, Git",Full-Time,169416666.66666666,"['Python', 'Java', 'Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Aws', 'Databricks', 'Git']"
Senior Data Scientist,Skan Ai,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-skan-ai-4456247269?position=34&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=QB%2F4agm5ob3H4E1yGacqoQ%3D%3D,4 Days Ago,2026-08-21,Mid-Senior Level,"Python, Deep Learning, Nlp, Spark, Databricks",Full-Time,Not Disclosed,"['Python', 'Deep Learning', 'Nlp', 'Spark', 'Databricks']"
Senior Data Scientist,Aligned Automation,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-aligned-automation-4454272168?position=35&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=%2FOjl5Vp6q%2BCB2xvlyHVajg%3D%3D,1 Week Ago,2026-08-13,Mid-Senior Level,"Python, Machine Learning, Tensorflow, Pytorch, Pandas, Scikit-Learn",Full-Time,Not Disclosed,"['Python', 'Machine Learning', 'Tensorflow', 'Pytorch', 'Pandas', 'Scikit-Learn']"
Senior Data Scientist,Sourcingxpress,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-sourcingxpress-4377843079?position=36&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=991cRBmR9y8xSJK1fBH1zw%3D%3D,5 Months Ago,2026-02-27,Mid-Senior Level,"Python, Sql, Machine Learning, Aws, Azure, Gcp, Docker, Spark",Full-Time,148333333.33333334,"['Python', 'Sql', 'Machine Learning', 'Aws', 'Azure', 'Gcp', 'Docker', 'Spark']"
Senior Data Scientist,Citiustech,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-citiustech-4447280305?position=37&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=TtSJTpaUebvPMtG2%2BHkAcA%3D%3D,3 Weeks Ago,2026-07-31,Mid-Senior Level,"Python, Sql, Machine Learning, Nlp, Tensorflow, Pytorch, Scikit-Learn, Power Bi, Tableau, Azure, Databricks",Full-Time,169416666.66666666,"['Python', 'Sql', 'Machine Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Power Bi', 'Tableau', 'Azure', 'Databricks']"
Staff Data Scientist – Healthcare,Anblicks,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/staff-data-scientist-%E2%80%93-healthcare-at-anblicks-4425796423?position=38&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=RnUSivaK6BhBr666toBozg%3D%3D,2 Months Ago,2026-06-15,Mid-Senior Level,"Python, R, Machine Learning, Deep Learning, Aws, Docker, Kubernetes, Spark, Databricks",Full-Time,Not Disclosed,"['Python', 'R', 'Machine Learning', 'Deep Learning', 'Aws', 'Docker', 'Kubernetes', 'Spark', 'Databricks']"
Machine Learning-Ai And Data Science Engineer Iii,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-ai-and-data-science-engineer-iii-at-deloitte-4425095675?position=39&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=WvwxDdI9hrm7xzGW3ZB7LQ%3D%3D,1 Week Ago,2026-08-15,Experience,"Python, Sql, Machine Learning, Artificial Intelligence, Pandas, Numpy, Scikit-Learn, Tableau, Aws, Azure, Gcp, Docker, Databricks, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Artificial Intelligence', 'Pandas', 'Numpy', 'Scikit-Learn', 'Tableau', 'Aws', 'Azure', 'Gcp', 'Docker', 'Databricks', 'Git']"
Senior Data Scientist,Cognite,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-cognite-4446547646?position=40&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=bOXqnU8uU5JUcW4binGJcA%3D%3D,6 Days Ago,2026-08-19,Mid-Senior Level,"Python, Sql, Machine Learning, Aws, Azure, Gcp, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Aws', 'Azure', 'Gcp', 'Git']"
Machine Learning-Lead Ai And Data Science Engineer Ii,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-lead-ai-and-data-science-engineer-ii-at-deloitte-4440237541?position=41&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=HQ9kDn6CUNqI0rVUHsDOqg%3D%3D,2 Weeks Ago,2026-08-06,Experience,"Python, Sql, Deep Learning, Nlp, Tensorflow, Pytorch, Keras, Aws, Azure, Gcp, Docker, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Deep Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Keras', 'Aws', 'Azure', 'Gcp', 'Docker', 'Git']"
Machine Learning Engineer/Data Engineer,Adient,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-data-engineer-at-adient-4411506846?position=42&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=Bbmeva49JTl%2BtoffqE%2B9fQ%3D%3D,3 Months Ago,2026-05-14,Mid-Senior Level,"Python, Sql, Machine Learning, Pandas, Numpy, Scikit-Learn, Matplotlib, Azure",Full-Time,63750000.0,"['Python', 'Sql', 'Machine Learning', 'Pandas', 'Numpy', 'Scikit-Learn', 'Matplotlib', 'Azure']"
Data Scientist Iii,Navi,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-iii-at-navi-4448539970?position=43&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=46AkKul%2BnTTkXpA%2Bre3%2Bvg%3D%3D,3 Weeks Ago,2026-08-04,Mid-Senior Level,"Python, Machine Learning, Deep Learning, Tensorflow, Keras, Scikit-Learn",Full-Time,Not Disclosed,"['Python', 'Machine Learning', 'Deep Learning', 'Tensorflow', 'Keras', 'Scikit-Learn']"
Senior Lead Data Scientist,4Flow,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-lead-data-scientist-at-4flow-4443937418?position=44&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=dvzew%2BdpCiCGLlpJMmGbgA%3D%3D,1 Week Ago,2026-08-13,Mid-Senior Level,Machine Learning,Full-Time,Not Disclosed,['Machine Learning']
Lead Data Scientist,Philips,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-philips-4448528032?position=45&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=D5KqDxapiQYy4jiwwe8zmw%3D%3D,1 Hour Ago,2026-08-26,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Nlp, Tensorflow, Pytorch, Aws, Azure",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Aws', 'Azure']"
Datanimbus - Ml Architect - Data Science,Datanimbus,Greater Kolkata Area,https://in.linkedin.com/jobs/view/datanimbus-ml-architect-data-science-at-datanimbus-4445358620?position=46&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=%2B795yFSllA3s4oxKM6payw%3D%3D,1 Month Ago,2026-07-26,Mid-Senior Level,"Machine Learning, Tensorflow, Pytorch, Pandas, Scikit-Learn, Aws, Azure, Gcp, Spark, Databricks",Full-Time,22583333.333333332,"['Machine Learning', 'Tensorflow', 'Pytorch', 'Pandas', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Spark', 'Databricks']"
Analyst - Data Scientist,United Airlines India Knowledge Center,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/analyst-data-scientist-at-united-airlines-india-knowledge-center-4450731636?position=47&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=ohfeAnhhYQG1b9vqq9zc7Q%3D%3D,2 Weeks Ago,2026-08-07,Entry Level,"Python, Sql, Machine Learning, Artificial Intelligence, Aws, Azure, Gcp, Git",Full-Time,50900000.0,"['Python', 'Sql', 'Machine Learning', 'Artificial Intelligence', 'Aws', 'Azure', 'Gcp', 'Git']"
Digital Manager,Ey,"Kolkata, West Bengal, India",https://in.linkedin.com/jobs/view/digital-manager-at-ey-4456528091?position=48&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=%2F%2B7y2bOfLQt%2F%2BoTI%2BFb5EA%3D%3D,1 Day Ago,2026-08-24,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Azure, Docker, Kubernetes",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Azure', 'Docker', 'Kubernetes']"
Senior Data Scientist (5 To 8 Years),Fractal,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-5-to-8-years-at-fractal-4389546678?position=49&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=dS2jWiBmkfYYJOrfr4z85Q%3D%3D,1 Week Ago,2026-08-14,Mid-Senior Level,"Python, R, Machine Learning, Azure, Gcp, Spark, Databricks",Full-Time,Not Disclosed,"['Python', 'R', 'Machine Learning', 'Azure', 'Gcp', 'Spark', 'Databricks']"
Product Specialist,Bajaj Finserv,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/product-specialist-at-bajaj-finserv-4420472918?position=50&pageNum=0&refId=I3bqPSYc%2BdbHpyUH%2FoISgw%3D%3D&trackingId=K21UxcJ2gXxsw11kYscpDQ%3D%3D,2 Months Ago,2026-05-28,Associate,"Python, Sql, Tensorflow, Pytorch, Pandas, Spark, Mongodb, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Tensorflow', 'Pytorch', 'Pandas', 'Spark', 'Mongodb', 'Git']"
